filename,type,x,y
02eaa14616bd2d3899e075a8cbd034cd88a279ad.png,5,14.374458874458874,15.725108225108222
060d333a9c2d99636923dd07163171e0111b9dd9.png,0,15.240259740259742,14.859307359307355
081059c7506d29549b16df79f1b7ad6b69471f39.png,2,15.326839826839826,15.205627705627702
096800c2c58f039250a444dac1dd69bd6c6cfa92.png,6,15.5,15.205627705627702
0ee01b4b8fe2224f18d82771243256de3ea3362d.png,14,15.153679653679653,15.811688311688307
1059f51ad97d89a8cf29fd7baf1486a6e5c6ad1c.png,10,15.153679653679653,15.119047619047613
139e2c01d6928481824b3c756a51370d6425a272.png,3,15.5,15.98484848484848
1510efe4bb7e31ae8ee7d544e793cbf39d066b93.png,11,16.192640692640694,15.725108225108222
18cb032224ddf6bf1634e69090e23649bc95c537.png,11,15.153679653679653,16.590909090909086
1c69d2dc0285aa0509d706cc350132cea9ab691e.png,12,17.145021645021647,13.647186147186144
1ff31cee4493a93b1129894e268ade37d2d0dfe5.png,0,16.192640692640694,15.205627705627702
237588a5f7e9b391da3ec09f3d584cc2a86f37b3.png,3,14.720779220779221,15.119047619047613
27a3fd5b0a499ce4b9051244ff1a5b4b32068ff1.png,5,15.932900432900432,15.292207792207787
281ba0cb46eca484ad315195fc84ac583ad40e4f.png,14,15.153679653679653,15.725108225108222
2a618263d43b4f28d17dca08c4bb10b61310c965.png,9,15.240259740259742,14.94588744588744
2afaeb397e5b0a40cd12c954a9c4485a172e0cb0.png,0,16.192640692640694,15.378787878787875
2f42cf6e10438f057cf30ddce8c3b7aaef177efa.png,0,15.673160173160174,14.94588744588744
3142e787844efe127930035fa10028079cd29292.png,6,13.68181818181818,13.906926406926402
3c1c02c8c63d1a2a01336d5dc323ab6d4806775f.png,1,16.01948051948052,15.032467532467528
3defa3f10fdb83c377a1c653d5a489a93b8f7cf3.png,10,16.106060606060606,15.725108225108222
52499b97beb030d0295908f7a3d017128395a96f.png,7,13.162337662337663,13.906926406926402
55194cebd9c577c884d67d400120dcd08bff8375.png,15,15.153679653679653,14.94588744588744
5fd0ce8ac1eb672f8976af20b33d1f4e7defc64d.png,0,15.5,15.205627705627702
638328c9f553fc2d9f3be3b7770b2e840b25fa48.png,4,16.71212121212121,15.898268398268392
63bc4da923ae9cd52a6143fe6391b23947cb0369.png,1,15.153679653679653,14.599567099567096
6b06d5f96fe0d7558f419ed7a54eaef0e184a276.png,8,15.413419913419911,16.76406926406926
74e4d8597ec7e8e765d764eb062273166b6dc7ed.png,1,15.932900432900432,15.378787878787875
7de9602e60d9f4b09920378d1a905ce20daa46e3.png,13,16.106060606060606,15.032467532467528
80f8a32ea81faa8821b2579c240d74dd76d8c144.png,15,14.893939393939394,14.512987012987008
845258b44b76f54f39f6fc3897f8a71cf046ab02.png,0,15.586580086580085,14.77272727272727
88a33729a7c70afb1e69f352f17bda87be77de89.png,14,16.106060606060606,15.811688311688307
8a4664423f748bb49dd143448da5775a74967744.png,11,15.586580086580085,15.638528138528134
938970614811dbed2773bdb64d35ae048d5587b9.png,2,15.153679653679653,14.686147186147181
94f4db8670884a9b79101249db37c34c3beeb586.png,15,13.075757575757574,13.820346320346317
a3c1d59d86df34d48af59c0fabfe6af9ce7752ff.png,5,13.941558441558442,15.98484848484848
aefc02d8218ad8f99b0949889ccba5c1eae87aa0.png,3,16.01948051948052,14.94588744588744
b7daa22892fab99e82a1063dbebf9b085ab5063e.png,7,15.153679653679653,16.417748917748913
b7f88d07def7874b880809d6b97f78bf309ebcb6.png,3,15.586580086580085,16.850649350649345
b8ec1407e20e26262f92c50f3aa4032d8b3dfb81.png,5,13.941558441558442,15.98484848484848
baf75d5218a82b3c6efdf0edc55d08a2abe83896.png,10,15.153679653679653,15.638528138528134
bb3ab44a39059189c718546266829c3092a5792d.png,10,16.01948051948052,14.94588744588744
00f81daf371bc551625a83b6a5fc92cb5c15d3b3.png,1,16.971861471861473,17.110389610389607
011c4f25c2c869eeea3fa843122a3551a86407be.png,0,14.98051948051948,15.032467532467528
04fc5fc6fe04274d09a080d9d8bf44575fcecc54.png,0,15.240259740259742,15.725108225108222
068ee5b8cc81e789f180b0b167dc44ae9abb210d.png,12,14.634199134199132,15.898268398268392
093a301e3acfe14667cd356fc5f86cf49a462b3c.png,8,17.23160173160173,11.915584415584412
0c84ac3a883d873ff360fa998be59c8075f43903.png,13,15.153679653679653,15.205627705627702
0d8fdc2085665b965faecfa2cfc938c13ff878e9.png,11,15.153679653679653,15.46536796536796
0f1aa245b28aa4d92a3e837fc4493f68434284a3.png,13,14.98051948051948,14.859307359307355
1553d216ebb53de017e939d43915e68b941f4f2e.png,10,14.893939393939394,15.205627705627702
15c57049d5c4a7eb7dd239e998bb95ba8611227c.png,0,15.067099567099568,15.551948051948049
18e7102fe85799c8b5220be7f5994e34d9962d60.png,2,15.586580086580085,15.725108225108222
19473c7656aaeee8b1e6d5adccb3057410649aa1.png,0,15.673160173160174,14.599567099567096
1adef80fc5cd19ef5f60bd2182eba0f96c746037.png,8,16.452380952380953,14.512987012987008
1c11932f624da324335ec6e14e3127dda10ad7b4.png,12,15.326839826839826,15.811688311688307
